last_report_year,election_years,transfers_from_affiliated_committee,net_contributions,individual_contributions,cycle,fundraising_disbursements,coverage_start_date,incumbent_challenge_full,active_through,offsets_to_fundraising_expenditures,loan_repayments_other_loans,office_full,offsets_to_legal_accounting,receipts,repayments_loans_made_by_candidate,last_file_date,refunded_other_political_committee_contributions,net_operating_expenditures,transfers_from_other_authorized_committee,load_date,has_raised_funds,other_loans_received,last_debts_owed_by_committee,district,disbursements,other_receipts,refunded_political_party_committee_contributions,name,incumbent_challenge,all_other_loans,refunded_individual_contributions,other_disbursements,contributions,operating_expenditures,other_political_committee_contributions,federal_funds_flag,contribution_refunds,transfers_to_other_authorized_committee,loans_received,candidate_status,cycles,party,last_f2_date,last_report_type_full,candidate_contribution,flags,last_debts_owed_to_committee,offsets_to_operating_expenditures,office,last_cash_on_hand_end_period,exempt_legal_accounting_disbursement,individual_itemized_contributions,state,federal_funds,first_file_date,full_election,loans_made_by_candidate,political_party_committee_contributions,loans_received_from_candidate,election_districts,loan_repayments_candidate_loans,loan_repayments_made,loans,party_full,district_number,last_net_operating_expenditures,coverage_end_date,total_offsets_to_operating_expenditures,last_beginning_image_number,loan_repayments,last_net_contributions,individual_unitemized_contributions,repayments_other_loans,candidate_id
2017,"[2014, 2016, 2018]",,564166.5,335666.5,2018,,2017-01-01T00:00:00+00:00,Incumbent,2018,,0.0,House,,654460.37,,2017-06-16,0.0,346412.85,78454.37,2017-06-16T21:18:09,True,,250000.0,05,358252.35,0.0,0.0,"CLARK, KATHERINE",I,0.0,0.0,0.0,564166.5,358252.35,228500.0,False,0.0,0.0,,C,"[2014, 2016, 2018]",DEM,2017-06-16,OCTOBER QUARTERLY,0.0,H4MA05084,0.0,11839.5,H,1248423.12,,303763.16,MA,,2013-02-19,False,0.0,0.0,,"[u'05', u'05', u'05']",0.0,,0.0,DEMOCRATIC PARTY,5,135613.97,2017-09-30T00:00:00+00:00,,201710149075664285,0.0,175527.12,31903.34,,H4MA05084
2017,"[2016, 2018]",,6111.49,6111.49,2018,,2017-01-01T00:00:00+00:00,Challenger,2018,,0.0,House,,6111.49,,2017-05-17,0.0,1830.88,0.0,2017-08-01T20:57:28,True,,6400.0,31,2030.88,0.0,0.0,"CLARK, MIKE",C,0.0,0.0,0.0,6111.49,1830.88,0.0,False,0.0,0.0,,N,"[2016, 2018]",DEM,2017-05-17,OCTOBER QUARTERLY,0.0,H6TX31045,0.0,0.0,H,5163.08,,1368.71,TX,,2015-11-25,False,0.0,0.0,,"[u'31', u'31']",200.0,,0.0,DEMOCRATIC PARTY,31,485.95,2017-09-30T00:00:00+00:00,,201710159075726337,200.0,2348.22,4742.78,,H6TX31045
,[2018],,,,,,,Challenger,2018,,,House,,,,2017-09-08,,,,2017-10-05T20:56:00,False,,,23,,,,"CLASBY, JAMES BRIAN LONE CROW",C,,,,,,,False,,,,N,[2018],IND,2017-09-08,,,H8NY23191,,,H,,,,NY,,2017-09-08,,,,,[u'23'],,,,INDEPENDENT,23,,,,,,,,,H8NY23191
,[2018],,,,,,,Challenger,2018,,,House,,,,2017-04-14,,,,2017-08-28T20:55:19,False,,,07,,,,"CLAY, NATHAN",C,,,,,,,False,,,,N,[2018],UN,2017-04-14,,,H8CO07052,,,H,,,,CO,,2017-04-14,,,,,[u'07'],,,,UNAFFILIATED,7,,,,,,,,,H8CO07052
2017,"[2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",,177932.03,27932.03,2018,,2017-01-01T00:00:00+00:00,Incumbent,2018,,0.0,House,,177932.03,,2017-06-01,0.0,148682.4,0.0,2017-06-13T21:16:55,True,,0.0,01,149022.4,0.0,0.0,"CLAY, WILLIAM LACY JR",I,0.0,0.0,340.0,177932.03,148682.4,150000.0,False,0.0,0.0,,C,"[2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",DEM,2017-06-01,OCTOBER QUARTERLY,0.0,H0MO01066,0.0,0.0,H,267688.77,,25765.0,MO,,1999-06-08,False,0.0,0.0,,"[u'01', u'01', u'01', u'01', u'01', u'01', u'01', u'01', u'01', u'01']",0.0,,0.0,DEMOCRATIC PARTY,1,49990.0,2017-09-30T00:00:00+00:00,,201710139075634740,0.0,82873.0,2167.03,,H0MO01066
2017,"[2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",,344136.23,66595.52,2018,,2017-01-01T00:00:00+00:00,Incumbent,2018,,0.0,House,,347091.27,,2017-02-27,0.0,293587.94,0.0,2017-05-04T23:07:53,True,,0.0,05,296542.98,0.0,0.0,"CLEAVER, EMANUEL II",I,0.0,0.0,0.0,344136.23,296542.98,277540.71,False,0.0,0.0,,C,"[2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",DEM,2017-02-27,OCTOBER QUARTERLY,0.0,H4MO05234,0.0,2955.04,H,492313.87,,58700.0,MO,,2004-02-06,False,0.0,0.0,,"[u'05', u'05', u'05', u'05', u'05', u'05', u'05', u'05']",0.0,,0.0,DEMOCRATIC PARTY,5,78673.47,2017-09-30T00:00:00+00:00,,201710189075801713,0.0,81700.1,7895.52,,H4MO05234
,[2018],,,,,,,Challenger,2018,,,House,,,,2017-04-19,,,,2017-04-20T21:08:07,False,,,02,,,,"CLEAVES, PHILIP J MR JR",C,,,,,,,False,,,,N,[2018],DEM,2017-04-19,,,H8ME02136,,,H,,,,ME,,2017-04-19,,,,,[u'02'],,,,DEMOCRATIC PARTY,2,,,,,,,,,H8ME02136
2017,[2018],,105580.81,94398.63,2018,,2017-07-01T00:00:00+00:00,Challenger,2018,,0.0,House,,215580.81,,2017-07-02,0.0,43151.67,0.0,2017-10-24T21:01:05,True,,110000.0,19,43151.67,0.0,0.0,"CLEGG, DAVID J",C,0.0,0.0,0.0,105580.81,43151.67,0.0,False,0.0,0.0,,C,[2018],DEM,2017-07-02,OCTOBER QUARTERLY,11182.18,H8NY19231,0.0,0.0,H,172429.14,,82357.13,NY,,2017-07-02,False,110000.0,0.0,,[u'19'],0.0,,110000.0,DEMOCRATIC PARTY,19,43151.67,2017-09-30T00:00:00+00:00,,201710249076672568,0.0,105580.81,12041.5,,H8NY19231
2017,"[2014, 2016, 2018]",,86002.29,84325.3,2018,,2017-01-01T00:00:00+00:00,Challenger,2018,,0.0,House,,91724.49,,2017-07-07,0.0,17635.37,0.0,2017-08-01T20:57:28,True,,0.0,06,23635.37,5722.2,0.0,"CLEMENTS, PAUL COLIN",C,0.0,0.0,6000.0,86002.29,17635.37,0.0,False,0.0,0.0,,N,"[2014, 2016, 2018]",DEM,2017-07-07,TERMINATION REPORT,1676.99,H4MI06105,0.0,0.0,H,76350.83,,56398.79,MI,,2013-01-09,False,0.0,0.0,,"[u'06', u'06', u'06']",0.0,,0.0,DEMOCRATIC PARTY,6,17635.37,2017-09-30T00:00:00+00:00,,201710139075644321,0.0,86002.29,27926.51,,H4MI06105
2017,"[2014, 2016, 2018]",,1595.0,360.0,2018,,2017-01-01T00:00:00+00:00,Challenger,2018,,0.0,House,,1595.0,,2016-12-12,0.0,1327.0,0.0,2017-01-05T21:04:01,True,,0.0,03,1327.54,0.0,0.0,"CLEVELAND, HOSEA N",C,0.0,0.0,0.0,1595.0,1327.54,0.0,False,0.0,0.0,,N,"[2014, 2016, 2018]",DEM,2016-12-12,OCTOBER QUARTERLY,1235.0,H4SC03111,0.0,0.0,H,111.0,,360.0,SC,,2014-03-25,False,0.0,0.0,,"[u'03', u'03', u'03']",0.0,,0.0,DEMOCRATIC PARTY,3,743.0,2017-09-30T00:00:00+00:00,,201710240300179104,0.0,855.0,0.0,,H4SC03111
,[2018],,,,,,,,2018,,,House,,,,2017-11-27,,,,2017-11-27T22:53:24,False,,,06,,,,"CLINE, BENJAMIN LEE",,,,,,,,False,,,,N,[2018],REP,2017-11-27,,,H8VA06104,,,H,,,,VA,,2017-11-27,,,,,[u'06'],,,,REPUBLICAN PARTY,6,,,,,,,,,H8VA06104
2017,[2018],,23000.0,23000.0,2018,,2017-07-01T00:00:00+00:00,Challenger,2018,,0.0,House,,23000.0,,2017-10-05,0.0,1389.5,0.0,2017-10-18T21:02:35,True,,0.0,27,1389.5,0.0,0.0,"CLOUD, MICHAEL",C,0.0,0.0,0.0,23000.0,1389.5,0.0,False,0.0,0.0,,C,[2018],REP,2017-10-05,OCTOBER QUARTERLY,0.0,H8TX27049,0.0,0.0,H,21610.5,,21800.0,TX,,2017-10-05,False,0.0,0.0,,[u'27'],0.0,,0.0,REPUBLICAN PARTY,27,1389.5,2017-09-30T00:00:00+00:00,,201710149075670284,0.0,23000.0,1200.0,,H8TX27049
2017,"[1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",,654568.93,75424.59,2018,,2017-01-01T00:00:00+00:00,Incumbent,2018,,0.0,House,,657921.66,,2016-11-24,0.0,307371.06,0.0,2017-02-28T20:59:29,True,,0.0,06,690519.72,3166.07,0.0,"CLYBURN, JAMES E.",I,0.0,186.66,382962.0,654755.59,307371.06,579331.0,False,0.0,0.0,,C,"[1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",DEM,2016-11-24,OCTOBER QUARTERLY,0.0,H2SC02042,0.0,0.0,H,884920.29,,62697.98,SC,,1991-10-31,True,0.0,0.0,,"[u'06', u'06', u'06', u'06', u'06', u'06', u'06', u'06', u'06', u'06', u'06', u'06', u'06', u'06']",0.0,,0.0,DEMOCRATIC PARTY,6,80002.71,2017-09-30T00:00:00+00:00,,201710159075676725,0.0,182510.08,12726.61,,H2SC02042
2017,[2018],,128537.88,125805.17,2018,,2017-07-01T00:00:00+00:00,Challenger,2018,,0.0,House,,128994.0,,2017-07-03,0.0,17177.7,0.0,2017-10-17T22:53:08,True,,0.0,21,17627.7,6.12,0.0,"COBB, TEDRA LYNNE MS.",C,0.0,450.0,0.0,128987.88,17177.7,600.0,False,0.0,0.0,,C,[2018],DEM,2017-07-03,OCTOBER QUARTERLY,2582.71,H8NY21245,0.0,0.0,H,111366.3,,92788.15,NY,,2017-07-03,False,0.0,0.0,,[u'21'],0.0,,0.0,DEMOCRATIC PARTY,21,17177.7,2017-09-30T00:00:00+00:00,,201710319076684704,0.0,128537.88,33017.02,,H8NY21245
,[2018],,,,,,,,2018,,,House,,,,2017-11-09,,,,2017-11-09T20:56:45,False,,,11,,,,"COBERT, MITCHELL",,,,,,,,False,,,,N,[2018],DEM,2017-11-09,,,H8NJ11191,,,H,,,,NJ,,2017-11-09,,,,,[u'11'],,,,DEMOCRATIC PARTY,11,,,,,,,,,H8NJ11191
2017,[2018],,314576.0,109076.0,2018,,2017-07-13T00:00:00+00:00,Challenger,2018,,0.0,House,,314576.0,,2017-07-24,0.0,39694.48,0.0,2017-10-16T21:00:02,True,,0.0,05,39694.48,0.0,0.0,"COCKBURN, LESLIE",C,0.0,0.0,0.0,314576.0,39694.48,2500.0,False,0.0,0.0,,C,[2018],DEM,2017-07-24,OCTOBER QUARTERLY,203000.0,H8VA05155,0.0,0.0,H,274881.52,,93075.0,VA,,2017-07-13,False,0.0,0.0,,[u'05'],0.0,,0.0,DEMOCRATIC PARTY,5,39694.48,2017-09-30T00:00:00+00:00,,201710159075683260,0.0,314576.0,16001.0,,H8VA05155
2017,[2018],,52888.28,52788.28,2018,,2017-04-01T00:00:00+00:00,Challenger,2018,,0.0,House,,52888.28,,2017-05-28,0.0,39222.21,0.0,2017-09-14T20:56:56,True,,0.0,11,52888.28,0.0,0.0,"COFFAY, MATT",C,0.0,0.0,0.0,52888.28,39222.21,0.0,False,0.0,13666.07,,C,[2018],DEM,2017-05-28,TERMINATION REPORT,100.0,H8NC11095,0.0,0.0,H,0.0,,16481.0,NC,,2017-05-28,False,0.0,0.0,,[u'11'],0.0,,0.0,DEMOCRATIC PARTY,11,18144.05,2017-09-22T00:00:00+00:00,,201709229075516994,0.0,1054.57,36307.28,,H8NC11095
2017,"[2008, 2010, 2012, 2014, 2016, 2018]",,949302.91,555002.91,2018,,2017-01-01T00:00:00+00:00,Incumbent,2018,,0.0,House,,1034742.7,,2017-09-06,1300.0,302091.03,79039.79,2017-09-06T21:57:32,True,,0.0,06,340853.92,0.0,0.0,"COFFMAN, MIKE REP.",I,0.0,5100.0,0.0,955702.91,302091.03,400700.0,False,1300.0,32362.89,,C,"[2008, 2010, 2012, 2014, 2016, 2018]",REP,2017-09-06,TERMINATION REPORT,0.0,H8CO06138,0.0,0.0,H,710501.37,,496511.77,CO,,2007-11-06,True,0.0,0.0,,"[u'06', u'06', u'06', u'06', u'06', u'06']",0.0,,0.0,REPUBLICAN PARTY,6,146733.3,2017-09-30T00:00:00+00:00,,201710309076683143,0.0,327737.3,58491.14,,H8CO06138
,[2018],,,,,,,Challenger,2018,,,House,,,,2017-09-04,,,,2017-10-05T20:56:00,False,,,06,,,,"COFFMAN, ROBERT (BOB) PAUL",C,,,,,,,False,,,,N,[2018],DEM,2017-09-04,,,H8FL06106,,,H,,,,FL,,2017-09-04,,,,,[u'06'],,,,DEMOCRATIC PARTY,6,,,,,,,,,H8FL06106
2017,"[2016, 2018]",,134.0,0.0,2018,,2017-01-01T00:00:00+00:00,Challenger,2018,,0.0,House,,225.0,,2016-07-15,0.0,69.0,0.0,2017-01-05T21:04:01,True,,0.0,17,69.0,0.0,0.0,"COHEN, RONALD H",C,0.0,0.0,0.0,225.0,69.0,0.0,False,0.0,0.0,,N,"[2016, 2018]",REP,2016-07-15,OCTOBER QUARTERLY,225.0,H6CA17141,0.0,0.0,H,115.0,,0.0,CA,,2015-11-02,False,0.0,0.0,,"[u'17', u'17']",0.0,,0.0,REPUBLICAN PARTY,17,17.0,2017-09-30T00:00:00+00:00,,201710230300178839,0.0,0.0,0.0,,H6CA17141
2017,"[1996, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",,148696.56,28813.14,2018,,2017-01-01T00:00:00+00:00,Incumbent,2018,,0.0,House,,152603.07,,2017-05-09,0.0,87904.13,0.0,2017-06-14T21:05:26,True,,0.0,09,95310.64,0.0,0.0,"COHEN, STEPHEN IRA",I,0.0,0.0,3500.0,148696.56,91810.64,119883.42,False,0.0,0.0,,C,"[1996, 1998, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",DEM,2010-12-28,OCTOBER QUARTERLY,0.0,H6TN09068,0.0,3906.51,H,998963.76,,27750.0,TN,,1996-05-29,True,0.0,0.0,,"[u'09', u'09', u'09', u'09', u'09', u'09', u'09', u'09']",0.0,,0.0,DEMOCRATIC PARTY,9,27419.52,2017-09-30T00:00:00+00:00,,201710129075616468,0.0,39472.95,1063.14,,H6TN09068
2017,"[2016, 2018]",,12450.0,12450.0,2018,,2017-01-01T00:00:00+00:00,Challenger,2018,,0.0,House,,13100.0,,2017-07-15,0.0,7543.25,0.0,2017-10-17T22:53:08,True,,12020.47,13,8093.25,0.0,0.0,"COKER, ADAM WARD",C,0.0,0.0,0.0,12450.0,7543.25,0.0,False,0.0,550.0,,C,"[2016, 2018]",DEM,2017-07-15,OCTOBER QUARTERLY,0.0,H6NC02130,0.0,0.0,H,3744.32,,8550.0,NC,,2016-01-04,False,650.0,0.0,,"[u'13', u'13']",0.0,,650.0,DEMOCRATIC PARTY,13,7522.51,2017-09-30T00:00:00+00:00,,201710159075712374,0.0,11825.0,3900.0,,H6NC02130
,[2018],,,,,,,Challenger,2018,,,House,,,,2016-12-01,,,,2017-01-05T21:04:01,False,,,16,,,,"COLE, DARREN",C,,,,,,,False,,,,N,"[2016, 2018]",DEM,2016-12-01,,,H8NY16088,,,H,,,,NY,,2016-12-01,,,,,[u'16'],,,,DEMOCRATIC PARTY,16,,,,,,,,,H8NY16088
2017,[2018],,38027.6,37127.6,2018,,2017-07-01T00:00:00+00:00,Challenger,2018,,0.0,House,,60931.6,,2017-07-19,0.0,38807.77,0.0,2017-10-17T22:53:08,True,,22700.0,27,39011.77,0.0,0.0,"COLE, ERIN",C,0.0,100.0,0.0,38127.6,38911.77,0.0,False,0.0,0.0,,C,[2018],DEM,2017-07-19,OCTOBER QUARTERLY,1000.0,H8NY27127,0.0,104.0,H,21919.83,,25650.0,NY,,2017-07-19,False,22700.0,0.0,,[u'27'],0.0,,22700.0,DEMOCRATIC PARTY,27,38807.77,2017-09-30T00:00:00+00:00,,201710159075731778,0.0,38027.6,11477.6,,H8NY27127
2017,[2018],,115512.87,112538.17,2018,,2016-11-28T00:00:00+00:00,Challenger,2018,,0.0,House,,115826.46,,2017-01-13,0.0,45166.11,0.0,2017-05-08T21:03:45,True,,0.0,01,45479.7,0.0,0.0,"COLEMAN, ANDY",C,0.0,225.0,0.0,115737.87,45254.7,2500.0,False,0.0,0.0,,C,[2018],REP,2017-01-13,OCTOBER QUARTERLY,699.7,H8OK01124,0.0,88.59,H,70296.76,,95551.87,OK,,2017-01-13,False,0.0,0.0,,[u'01'],0.0,,0.0,REPUBLICAN PARTY,1,29376.61,2017-09-30T00:00:00+00:00,,201710159075717164,0.0,40445.81,16986.3,,H8OK01124
2017,"[2014, 2016, 2018]",,257051.23,134271.87,2018,,2017-01-01T00:00:00+00:00,Incumbent,2018,,0.0,House,,259388.63,,2016-12-08,0.0,192905.74,0.0,2017-02-27T21:01:34,True,,7550.0,12,209492.14,0.0,0.0,"COLEMAN, BONNIE WATSON",I,0.0,1320.64,14249.0,258371.87,193922.5,124100.0,False,0.0,0.0,,C,"[2014, 2016, 2018]",DEM,2016-12-08,OCTOBER QUARTERLY,0.0,H4NJ12149,0.0,1016.76,H,128909.34,,98248.33,NJ,,2014-02-26,False,0.0,0.0,,"[u'12', u'12', u'12']",0.0,,0.0,DEMOCRATIC PARTY,12,67349.08,2017-09-30T00:00:00+00:00,,201710139075642011,0.0,79591.63,36023.54,,H4NJ12149
,[2018],,,,,,,Challenger,2018,,,House,,,,2017-10-17,,,,2017-10-18T21:02:35,False,,,02,,,,"COLEMAN, LINDA",C,,,,,,,False,,,,N,[2018],DEM,2017-10-17,,,H8NC02110,,,H,,,,NC,,2017-10-17,,,,,[u'02'],,,,DEMOCRATIC PARTY,2,,,,,,,,,H8NC02110
2017,"[2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",,686132.01,316082.01,2018,,2017-01-01T00:00:00+00:00,Incumbent,2018,,0.0,House,,690666.55,,2017-03-02,0.0,211204.68,0.0,2017-05-08T21:03:45,True,,0.0,04,223402.02,4337.2,0.0,"COLE, TOM",I,0.0,0.0,12000.0,686132.01,211402.02,370050.0,False,0.0,0.0,,C,"[2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",REP,2017-03-02,OCTOBER QUARTERLY,0.0,H2OK04055,0.0,197.34,H,1729617.07,,310700.0,OK,,2002-07-10,False,0.0,0.0,,"[u'04', u'04', u'04', u'04', u'04', u'04', u'04', u'04', u'04']",0.0,,0.0,REPUBLICAN PARTY,4,32594.48,2017-09-30T00:00:00+00:00,,201710159075682347,0.0,95105.0,5382.01,,H2OK04055
,[2018],,,,,,,Open seat,2018,,,House,,,,2017-09-12,,,,2017-10-18T21:02:35,False,,,15,,,,"COLLICA, CHIP",O,,,,,,,False,,,,N,[2018],DEM,2017-09-12,,,H8PA15203,,,H,,,,PA,,2017-09-12,,,,,[u'15'],,,,DEMOCRATIC PARTY,15,,,,,,,,,H8PA15203
2017,"[1998, 2012, 2014, 2016, 2018]",,622573.39,238248.83,2018,,2017-01-01T00:00:00+00:00,Incumbent,2018,,0.0,House,,630703.31,,2016-11-27,2000.0,317941.45,4629.92,2017-04-10T20:57:55,True,,0.0,27,327682.95,0.0,0.0,"COLLINS, CHRISTOPHER C",I,0.0,1500.0,6241.5,626073.39,317941.45,387574.56,False,2000.0,0.0,,C,"[1998, 2000, 2002, 2004, 2012, 2014, 2016, 2018]",REP,2016-11-27,OCTOBER QUARTERLY,0.0,H8NY29032,0.0,0.0,H,1002197.13,,223776.83,NY,,1998-04-04,False,0.0,250.0,,"[u'29', u'27', u'27', u'27', u'27']",0.0,,0.0,REPUBLICAN PARTY,27,229065.19,2017-09-30T00:00:00+00:00,,201710159075684225,0.0,121299.78,14472.0,,H8NY29032
2017,"[2012, 2014, 2016, 2018]",,423572.84,160008.86,2018,,2017-01-01T00:00:00+00:00,Incumbent,2018,,0.0,House,,424468.12,,2016-11-28,0.0,226008.66,0.0,2017-03-02T21:00:15,True,,0.0,09,233403.94,0.0,0.0,"COLLINS, DOUGLAS ALLEN",I,0.0,450.0,6500.0,424022.84,226453.94,263350.0,False,0.0,0.0,,C,"[2012, 2014, 2016, 2018]",REP,2016-11-28,OCTOBER QUARTERLY,0.0,H2GA09150,0.0,445.28,H,387342.04,,152000.0,GA,,2011-09-06,True,0.0,663.98,,"[u'09', u'09', u'09', u'09']",0.0,,0.0,REPUBLICAN PARTY,9,70491.17,2017-09-30T00:00:00+00:00,,201710139075644931,0.0,113330.0,8008.86,,H2GA09150
,[2018],,,,,,,Challenger,2018,,,House,,,,2017-01-21,,,,2017-02-01T21:04:16,False,,,10,,,,"COLLINS, KELLIE",C,,,,,,,False,,,,N,[2018],DEM,2017-01-21,,,H8GA10130,,,H,,,,GA,,2017-01-21,,,,,[u'10'],,,,DEMOCRATIC PARTY,10,,,,,,,,,H8GA10130
,[2018],,,,,,,Challenger,2018,,,House,,,,2017-04-10,,,,2017-04-10T20:57:55,False,,,12,,,,"COLOMBO, NATHAN CHARLES MR",C,,,,,,,False,,,,N,[2018],DEM,2017-04-10,,,H8IL12087,,,H,,,,IL,,2017-02-27,,,,,[u'12'],,,,DEMOCRATIC PARTY,12,,,,,,,,,H8IL12087
,[2018],,,,,,,Challenger,2018,,,House,,,,2017-10-10,,,,2017-10-18T21:02:35,False,,,01,,,,"COLVIN, JESSE",C,,,,,,,False,,,,N,[2018],DEM,2017-10-10,,,H8MD01193,,,H,,,,MD,,2017-10-10,,,,,[u'01'],,,,DEMOCRATIC PARTY,1,,,,,,,,,H8MD01193
2017,[2018],,4618.76,4472.26,2018,,2017-07-01T00:00:00+00:00,Challenger,2018,,0.0,House,,4618.76,,2017-07-28,0.0,924.01,0.0,2017-08-01T20:57:28,True,,0.0,02,924.01,0.0,0.0,"COMBS, GWENDOLYNN MILLEN MRS.",C,0.0,0.0,0.0,4618.76,924.01,0.0,False,0.0,0.0,,N,[2018],DEM,2017-07-28,OCTOBER QUARTERLY,146.5,H8AR02142,0.0,0.0,H,3694.75,,1200.0,AR,,2017-07-28,False,0.0,0.0,,[u'02'],0.0,,0.0,DEMOCRATIC PARTY,2,924.01,2017-09-30T00:00:00+00:00,,201710129075624452,0.0,4618.76,3272.26,,H8AR02142
2017,"[2016, 2018]",,240471.71,67153.0,2018,,2017-01-01T00:00:00+00:00,Incumbent,2018,,0.0,House,,262664.69,,2017-01-29,0.0,88172.94,22192.98,2017-05-03T21:00:26,True,,0.0,01,144672.94,0.0,0.0,"COMER, JAMES",I,0.0,0.0,56500.0,240471.71,88172.94,173318.71,False,0.0,0.0,,C,"[2016, 2018]",REP,2017-01-29,OCTOBER QUARTERLY,0.0,H6KY01110,0.0,0.0,H,202555.13,,65702.0,KY,,2015-10-01,False,0.0,0.0,,"[u'01', u'01']",0.0,,0.0,REPUBLICAN PARTY,1,24726.73,2017-09-30T00:00:00+00:00,,201710139075641483,0.0,66052.0,1451.0,,H6KY01110
,[2018],,,,,,,,2018,,,House,,,,2017-12-04,,,,2017-12-05T23:42:23,False,,,07,,,,"COMER, NATASHA VENITA",,,,,,,,False,,,,N,[2018],DEM,2017-12-04,,,H8VA07110,,,H,,,,VA,,2017-12-04,,,,,[u'07'],,,,DEMOCRATIC PARTY,7,,,,,,,,,H8VA07110
2017,"[2014, 2016, 2018]",,1304725.13,654691.8,2018,,2017-01-01T00:00:00+00:00,Incumbent,2018,,0.0,House,,1425135.79,,2017-03-10,0.0,479053.6,119174.36,2017-03-10T21:00:28,True,,0.0,10,489220.27,69.63,0.0,"COMSTOCK, BARBARA",I,0.0,1166.67,9000.0,1305891.8,479053.6,651200.0,False,0.0,0.0,,C,"[2014, 2016, 2018]",REP,2017-03-10,OCTOBER QUARTERLY,0.0,H4VA10089,0.0,0.0,H,985348.17,,523218.82,VA,,2014-01-17,False,0.0,0.0,,"[u'10', u'10', u'10']",0.0,,0.0,REPUBLICAN PARTY,10,204776.69,2017-09-30T00:00:00+00:00,,201710159075747716,0.0,447993.23,131472.98,,H4VA10089
2017,"[2003, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",,1047797.09,489097.09,2018,,2017-01-01T00:00:00+00:00,Incumbent,2018,,0.0,House,,1090129.04,,2017-02-07,0.0,473651.5,40450.0,2017-03-14T20:59:15,True,,0.0,11,548651.5,1881.95,0.0,"CONAWAY, MICHAEL HONORABLE",I,0.0,0.0,11000.0,1047797.09,473651.5,558700.0,False,0.0,64000.0,,C,"[2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",UNK,2017-02-07,OCTOBER QUARTERLY,0.0,H4TX19136,0.0,0.0,H,1907720.64,,489097.09,TX,,2002-12-13,True,0.0,0.0,,"[u'19', u'11', u'11', u'11', u'11', u'11', u'11', u'11', u'11']",0.0,,0.0,UNKNOWN,11,176739.99,2017-09-30T00:00:00+00:00,,201710119075605769,0.0,242932.09,0.0,,H4TX19136
2017,[2018],,20000.0,0.0,2018,,2017-07-01T00:00:00+00:00,Challenger,2018,,0.0,House,,20000.0,,2017-09-28,0.0,0.0,0.0,2017-10-24T21:01:05,True,,0.0,03,0.0,0.0,0.0,"CONNER, PHILLIP DR",C,0.0,0.0,0.0,20000.0,0.0,0.0,False,0.0,0.0,,C,[2018],DEM,2017-09-28,OCTOBER QUARTERLY,20000.0,H8LA03045,0.0,0.0,H,20000.0,,0.0,LA,,2017-09-28,False,0.0,0.0,,[u'03'],0.0,,0.0,DEMOCRATIC PARTY,3,0.0,2017-09-30T00:00:00+00:00,,201711079086612529,0.0,20000.0,0.0,,H8LA03045
2017,"[2008, 2010, 2012, 2014, 2016, 2018]",,817560.18,459529.18,2018,,2017-01-01T00:00:00+00:00,Incumbent,2018,,0.0,House,,821413.1,,2016-12-12,0.0,281375.84,0.0,2017-03-14T20:59:15,True,,0.0,11,362836.04,1392.72,0.0,"CONNOLLY, GERALD EDWARD",I,0.0,2454.0,79000.0,820014.18,281382.04,355485.0,False,0.0,0.0,,C,"[2008, 2010, 2012, 2014, 2016, 2018]",DEM,2016-12-12,OCTOBER QUARTERLY,0.0,H8VA11062,0.0,6.2,H,2758228.51,,332582.76,VA,,2008-02-19,True,0.0,5000.0,,"[u'11', u'11', u'11', u'11', u'11', u'11']",0.0,,0.0,DEMOCRATIC PARTY,11,71914.64,2017-09-30T00:00:00+00:00,,201710159075751195,0.0,192532.47,126946.42,,H8VA11062
