state,office,district,name,party,general_seat,filing_date,primary_date,election_date
TX,House,16,"Garcia-Ureste, Alia",R,O,12/11/17,3/6/18,11/6/18
TX,House,18,"Lee, Sheila Jackson",D,I,12/11/17,3/6/18,11/6/18
TX,House,18,"Bartley, Lori A.",R,C,12/11/17,3/6/18,11/6/18
TX,House,18,"Pate, Ava",R,C,12/11/17,3/6/18,11/6/18
TX,House,21,"Wilson, Mary E.",D,O,12/11/17,3/6/18,11/6/18
TX,House,21,"Narvaiz, Susan",R,O,12/11/17,3/6/18,11/6/18
TX,House,22,"Plummer, Letitia L.",D,C,12/11/17,3/6/18,11/6/18
TX,House,23,"Jones, Gina Ortiz",D,C,12/11/17,3/6/18,11/6/18
TX,House,23,"Arredondo-Lynch, Alma",R,CP,12/11/17,3/6/18,11/6/18
TX,House,23,"Canales, Judy",D,C,12/11/17,3/6/18,11/6/18
TX,House,24,"McDowell, Jan",D,C,12/11/17,3/6/18,11/6/18
TX,House,25,"Thomas, Kathleen",D,C,12/11/17,3/6/18,11/6/18
TX,House,25,"Oliver, Julie K.",D,C,12/11/17,3/6/18,11/6/18
TX,House,26,"Fagan, Linsey E.",D,C,12/11/17,3/6/18,11/6/18
TX,House,26,"Birkenstock, Veronica",R,CP,12/11/17,3/6/18,11/6/18
TX,House,29,"Garcia, Sylvia R.",D,O,12/11/17,3/6/18,11/6/18
TX,House,29,"Garcia, Dominique",D,O,12/11/17,3/6/18,11/6/18
TX,House,30,"Johnson, Eddie Bernice",D,I,12/11/17,3/6/18,11/6/18
TX,House,30,"Caraway, Barbara Mallory",D,CP,12/11/17,3/6/18,11/6/18
TX,House,31,"Mann, Christine",D,C,12/11/17,3/6/18,11/6/18
TX,House,31,"Hegar, MJ",D,C,12/11/17,3/6/18,11/6/18
TX,House,32,"Pellett, Danielle J.",D,C,12/11/17,3/6/18,11/6/18
TX,House,32,"Salerno, Lillian E.",D,C,12/11/17,3/6/18,11/6/18
TX,House,36,"Steele, Dayna",D,C,12/11/17,3/6/18,11/6/18
UT,Senate,,"Wilson, Jenny",D,C,3/15/18,6/26/18,11/6/18
UT,House,1,"Callow-Huesser, Cathy",R,CP,3/15/18,6/26/18,11/6/18
UT,House,2,"Snow, Misty K.",D,C,3/15/18,6/26/18,11/6/18
UT,House,2,"Burkett, Mary",R,CP,3/15/18,6/26/18,11/6/18
UT,House,2,"Surveyor, Carol",D,C,3/15/18,6/26/18,11/6/18
UT,House,2,"Ghorbani, Shireen S.",D,C,3/15/18,6/26/18,11/6/18
UT,House,4,"Love, Mia B.",R,I,3/15/18,6/26/18,11/6/18
UT,House,4,"McDonald, Darlene",D,C,3/15/18,6/26/18,11/6/18
VA,House,1,"Williams, Vangie",D,C,,6/12/18,11/6/18
VA,House,2,"Brown, Shaun D.",D,C,,6/12/18,11/6/18
VA,House,2,"Mallard, Karen",D,C,,6/12/18,11/6/18
VA,House,2,"Jones, Mary",R,CP,,6/12/18,11/6/18
VA,House,2,"Luria, Elaine G.",D,C,,6/12/18,11/6/18
VA,House,5,"Cockburn, Leslie",D,C,,6/12/18,11/6/18
VA,House,6,"Dunbar, Cynthia",R,O,,6/12/18,11/6/18
VA,House,7,"Alli, Helen",D,C,,6/12/18,11/6/18
VA,House,7,"Bedell, Eileen McNeil",D,C,,6/12/18,11/6/18
VA,House,7,"Noble, Janelle",D,C,,6/12/18,11/6/18
VA,House,7,"Gower, Kimberly S.",D,C,,6/12/18,11/6/18
VA,House,7,"Spanberger, Abigail D.",D,C,,6/12/18,11/6/18
VA,House,7,"Fraser, Diane F.",D,C,,6/12/18,11/6/18
VA,House,10,"Comstock, Barbara J.",R,I,,6/12/18,11/6/18
VA,House,10,"Adams, Kimberly",D,C,,6/12/18,11/6/18
VA,House,10,"Smith, Kathy",D,C,,6/12/18,11/6/18
VA,House,10,"Wexton, Jennifer",D,C,,6/12/18,11/6/18
VA,House,10,"Stover, Lindsey Davis",D,C,,6/12/18,11/6/18
VA,House,10,"Friedman, Alison",D,C,,6/12/18,11/6/18
VA,House,10,"Biggins, Julia E.",D,C,,6/12/18,11/6/18
VT,House,AL,"Ericson, Cris",D,CP,5/31/18,8/14/18,11/6/18
WA,Senate,,"Cantwell, Maria",D,I,5/18/18,8/7/18,11/6/18
WA,Senate,,"Ferguson, Jennifer H.",D,CP,5/18/18,8/7/18,11/6/18
WA,House,1,"DelBene, Suzan K.",D,I,5/18/18,8/7/18,11/6/18
WA,House,3,"Beutler, Jaime L. Herrera",R,I,5/18/18,8/7/18,11/6/18
WA,House,3,"Gasque, Dorothy",D,C,5/18/18,8/7/18,11/6/18
WA,House,4,"Brown, Christine C.",D,C,5/18/18,8/7/18,11/6/18
WA,House,5,"Rodgers, Cathy McMorris",R,I,5/18/18,8/7/18,11/6/18
WA,House,5,"Brown, Lisa",D,C,5/18/18,8/7/18,11/6/18
WA,House,7,"Jayapal, Pramila",D,I,5/18/18,8/7/18,11/6/18
WA,House,8,"Das, Mona",D,O,5/18/18,8/7/18,11/6/18
WA,House,8,"Schrier, Kim",D,O,5/18/18,8/7/18,11/6/18
WA,House,8,"Hader, Shannon",D,O,5/18/18,8/7/18,11/6/18
WA,House,9,"Smith, Sarah",D,CP,5/18/18,8/7/18,11/6/18
WI,Senate,,"Baldwin, Tammy",D,I,6/1/18,8/14/18,11/6/18
WI,Senate,,"Vukmir, Leah",R,C,6/1/18,8/14/18,11/6/18
WI,Senate,,"Walters, Mary Jo",D,CP,6/1/18,8/14/18,11/6/18
WI,House,1,"Myers, Cathy L.",D,C,6/1/18,8/14/18,11/6/18
WI,House,3,"Germanotta, Juliet Dita",D,CP,6/1/18,8/14/18,11/6/18
WI,House,4,"Moore, Gwen S.",D,I,6/1/18,8/14/18,11/6/18
WI,House,6,"Lloyd, Sarah",D,C,6/1/18,8/14/18,11/6/18
WV,Senate,,"Swearengin, Paula J.",D,CP,1/27/18,5/8/18,11/6/18
WV,House,1,"Fershee, Kendra Jean Huard",D,C,1/27/18,5/8/18,11/6/18
WV,House,2,"Sergent, R. Talley",D,C,1/27/18,5/8/18,11/6/18
WV,House,3,"Amjad, Ayne",R,O,1/27/18,5/8/18,11/6/18
WV,House,3,"Miller, Carol D.",R,O,1/27/18,5/8/18,11/6/18
WY,House,AL,"Cheney, Liz L.",R,I,6/1/18,8/21/18,11/6/18
